clip_id,source_id,clip_index,genre,dialect_region,url,window_start,window_end,clip_start_in_video,clip_end_in_video
news_02__clip0015.wav,news_02,15,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:04:15,00:04:30
news_02__clip0016.wav,news_02,16,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:04:30,00:04:45
news_02__clip0017.wav,news_02,17,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:04:45,00:05:00
news_02__clip0018.wav,news_02,18,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:05:00,00:05:15
news_02__clip0019.wav,news_02,19,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:05:15,00:05:30
news_02__clip0020.wav,news_02,20,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:05:30,00:05:45
news_02__clip0021.wav,news_02,21,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:05:45,00:06:00
news_02__clip0022.wav,news_02,22,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:06:00,00:06:15
news_02__clip0023.wav,news_02,23,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:06:15,00:06:30
news_02__clip0024.wav,news_02,24,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:06:30,00:06:45
news_02__clip0025.wav,news_02,25,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:06:45,00:07:00
news_02__clip0026.wav,news_02,26,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:07:00,00:07:15
news_02__clip0027.wav,news_02,27,news,MSA,https://www.youtube.com/watch?v=mRP5nzHRFvQ,00:00:30,00:10:30,00:07:15,00:07:30
news_03__clip0000.wav,news_03,0,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:00:30,00:00:45
news_03__clip0001.wav,news_03,1,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:00:45,00:01:00
news_03__clip0002.wav,news_03,2,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:01:00,00:01:15
news_03__clip0003.wav,news_03,3,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:01:15,00:01:30
news_03__clip0004.wav,news_03,4,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:01:30,00:01:45
news_03__clip0005.wav,news_03,5,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:01:45,00:02:00
news_03__clip0006.wav,news_03,6,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:02:00,00:02:15
news_03__clip0007.wav,news_03,7,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:02:15,00:02:30
news_03__clip0008.wav,news_03,8,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:02:30,00:02:45
news_03__clip0009.wav,news_03,9,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:02:45,00:03:00
news_03__clip0010.wav,news_03,10,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:03:00,00:03:15
news_03__clip0011.wav,news_03,11,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:03:15,00:03:30
news_03__clip0012.wav,news_03,12,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:03:30,00:03:45
news_03__clip0013.wav,news_03,13,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:03:45,00:04:00
news_03__clip0014.wav,news_03,14,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:04:00,00:04:15
news_03__clip0015.wav,news_03,15,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:04:15,00:04:30
news_03__clip0016.wav,news_03,16,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:04:30,00:04:45
news_03__clip0017.wav,news_03,17,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:04:45,00:05:00
news_03__clip0018.wav,news_03,18,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:05:00,00:05:15
news_03__clip0019.wav,news_03,19,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:05:15,00:05:30
news_03__clip0020.wav,news_03,20,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:05:30,00:05:45
news_03__clip0021.wav,news_03,21,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:05:45,00:06:00
news_03__clip0022.wav,news_03,22,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:06:00,00:06:15
news_03__clip0023.wav,news_03,23,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:06:15,00:06:30
news_03__clip0024.wav,news_03,24,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:06:30,00:06:45
news_03__clip0025.wav,news_03,25,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:06:45,00:07:00
news_03__clip0026.wav,news_03,26,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:07:00,00:07:15
news_03__clip0027.wav,news_03,27,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:07:15,00:07:30
news_03__clip0028.wav,news_03,28,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:07:30,00:07:45
news_03__clip0029.wav,news_03,29,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:07:45,00:08:00
news_03__clip0030.wav,news_03,30,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:08:00,00:08:15
news_03__clip0031.wav,news_03,31,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:08:15,00:08:30
news_03__clip0032.wav,news_03,32,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:08:30,00:08:45
news_03__clip0033.wav,news_03,33,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:08:45,00:09:00
news_03__clip0034.wav,news_03,34,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:09:00,00:09:15
news_03__clip0035.wav,news_03,35,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:09:15,00:09:30
news_03__clip0036.wav,news_03,36,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:09:30,00:09:45
news_03__clip0037.wav,news_03,37,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:09:45,00:10:00
news_03__clip0038.wav,news_03,38,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:10:00,00:10:15
news_03__clip0039.wav,news_03,39,news,MSA,https://www.youtube.com/watch?v=rjNAnL_Qfe4,00:00:30,00:10:30,00:10:15,00:10:30
news_04__clip0000.wav,news_04,0,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:00:30,00:00:45
news_04__clip0001.wav,news_04,1,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:00:45,00:01:00
news_04__clip0002.wav,news_04,2,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:01:00,00:01:15
news_04__clip0003.wav,news_04,3,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:01:15,00:01:30
news_04__clip0004.wav,news_04,4,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:01:30,00:01:45
news_04__clip0005.wav,news_04,5,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:01:45,00:02:00
news_04__clip0006.wav,news_04,6,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:02:00,00:02:15
news_04__clip0007.wav,news_04,7,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:02:15,00:02:30
news_04__clip0008.wav,news_04,8,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:02:30,00:02:45
news_04__clip0009.wav,news_04,9,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:02:45,00:03:00
news_04__clip0010.wav,news_04,10,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:03:00,00:03:15
news_04__clip0011.wav,news_04,11,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:03:15,00:03:30
news_04__clip0012.wav,news_04,12,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:03:30,00:03:45
news_04__clip0013.wav,news_04,13,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:03:45,00:04:00
news_04__clip0014.wav,news_04,14,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:04:00,00:04:15
news_04__clip0015.wav,news_04,15,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:04:15,00:04:30
news_04__clip0016.wav,news_04,16,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:04:30,00:04:45
news_04__clip0017.wav,news_04,17,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:04:45,00:05:00
news_04__clip0018.wav,news_04,18,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:05:00,00:05:15
news_04__clip0019.wav,news_04,19,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:05:15,00:05:30
news_04__clip0020.wav,news_04,20,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:05:30,00:05:45
news_04__clip0021.wav,news_04,21,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:05:45,00:06:00
news_04__clip0022.wav,news_04,22,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:06:00,00:06:15
news_04__clip0023.wav,news_04,23,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:06:15,00:06:30
news_04__clip0024.wav,news_04,24,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:06:30,00:06:45
news_04__clip0025.wav,news_04,25,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:06:45,00:07:00
news_04__clip0026.wav,news_04,26,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:07:00,00:07:15
news_04__clip0027.wav,news_04,27,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:07:15,00:07:30
news_04__clip0028.wav,news_04,28,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:07:30,00:07:45
news_04__clip0029.wav,news_04,29,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:07:45,00:08:00
news_04__clip0030.wav,news_04,30,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:08:00,00:08:15
news_04__clip0031.wav,news_04,31,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:08:15,00:08:30
news_04__clip0032.wav,news_04,32,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:08:30,00:08:45
news_04__clip0033.wav,news_04,33,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:08:45,00:09:00
news_04__clip0034.wav,news_04,34,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:09:00,00:09:15
news_04__clip0035.wav,news_04,35,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:09:15,00:09:30
news_04__clip0036.wav,news_04,36,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:09:30,00:09:45
news_04__clip0037.wav,news_04,37,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:09:45,00:10:00
news_04__clip0038.wav,news_04,38,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:10:00,00:10:15
news_04__clip0039.wav,news_04,39,news,MSA,https://www.youtube.com/watch?v=O_sq3kuVx9I,00:00:30,00:10:30,00:10:15,00:10:30
religious_01__clip0000.wav,religious_01,0,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:00:30,00:00:45
religious_01__clip0001.wav,religious_01,1,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:00:45,00:01:00
religious_01__clip0002.wav,religious_01,2,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:01:00,00:01:15
religious_01__clip0003.wav,religious_01,3,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:01:15,00:01:30
religious_01__clip0004.wav,religious_01,4,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:01:30,00:01:45
religious_01__clip0005.wav,religious_01,5,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:01:45,00:02:00
religious_01__clip0006.wav,religious_01,6,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:02:00,00:02:15
religious_01__clip0007.wav,religious_01,7,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:02:15,00:02:30
religious_01__clip0008.wav,religious_01,8,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:02:30,00:02:45
religious_01__clip0009.wav,religious_01,9,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:02:45,00:03:00
religious_01__clip0010.wav,religious_01,10,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:03:00,00:03:15
religious_01__clip0011.wav,religious_01,11,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:03:15,00:03:30
religious_01__clip0012.wav,religious_01,12,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:03:30,00:03:45
religious_01__clip0013.wav,religious_01,13,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:03:45,00:04:00
religious_01__clip0014.wav,religious_01,14,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:04:00,00:04:15
religious_01__clip0015.wav,religious_01,15,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:04:15,00:04:30
religious_01__clip0016.wav,religious_01,16,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:04:30,00:04:45
religious_01__clip0017.wav,religious_01,17,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:04:45,00:05:00
religious_01__clip0018.wav,religious_01,18,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:05:00,00:05:15
religious_01__clip0019.wav,religious_01,19,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:05:15,00:05:30
religious_01__clip0020.wav,religious_01,20,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:05:30,00:05:45
religious_01__clip0021.wav,religious_01,21,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:05:45,00:06:00
religious_01__clip0022.wav,religious_01,22,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:06:00,00:06:15
religious_01__clip0023.wav,religious_01,23,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:06:15,00:06:30
religious_01__clip0024.wav,religious_01,24,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:06:30,00:06:45
religious_01__clip0025.wav,religious_01,25,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:06:45,00:07:00
religious_01__clip0026.wav,religious_01,26,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:07:00,00:07:15
religious_01__clip0027.wav,religious_01,27,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:07:15,00:07:30
religious_01__clip0028.wav,religious_01,28,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:07:30,00:07:45
religious_01__clip0029.wav,religious_01,29,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:07:45,00:08:00
religious_01__clip0030.wav,religious_01,30,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:08:00,00:08:15
religious_01__clip0031.wav,religious_01,31,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:08:15,00:08:30
religious_01__clip0032.wav,religious_01,32,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:08:30,00:08:45
religious_01__clip0033.wav,religious_01,33,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:08:45,00:09:00
religious_01__clip0034.wav,religious_01,34,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:09:00,00:09:15
religious_01__clip0035.wav,religious_01,35,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:09:15,00:09:30
religious_01__clip0036.wav,religious_01,36,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:09:30,00:09:45
religious_01__clip0037.wav,religious_01,37,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:09:45,00:10:00
religious_01__clip0038.wav,religious_01,38,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:10:00,00:10:15
religious_01__clip0039.wav,religious_01,39,religious,Formal recited register,https://youtu.be/NBEmiMVt_eA?si=qbf4BtiHxAsbyCGq,00:00:30,00:10:30,00:10:15,00:10:30
